0.000000	0	1196232	8	1
0.132507	0	13563192	48	0
0.143950	0	13565240	48	0
0.155394	0	13567288	56	0
0.168744	0	13569336	24	0
0.174466	0	13571384	40	0
0.184002	0	13573432	32	0
0.191630	0	13575480	24	0
0.197352	0	13577528	32	0
0.204981	0	13579576	16	0
0.208795	0	13581624	72	0
0.225960	0	13583672	88	0
0.246939	0	13585720	24	0
0.252661	0	13587768	32	0
0.260290	0	13589816	24	0
0.266011	0	13591864	32	0
0.273640	0	13593912	40	0
0.283176	0	13595960	64	0
0.298434	0	13598008	72	0
0.315598	0	13600056	80	0
0.334670	0	13602104	40	0
0.344206	0	13604152	48	0
0.355650	0	13606200	24	0
0.361371	0	13608248	40	0
0.370907	0	13610296	24	0
0.376629	0	13612344	16	0
0.380443	0	13614392	80	0
0.399515	0	13616440	16	0
0.403330	0	13618488	32	0
0.410958	0	13620536	40	0
0.420494	0	13622584	40	0
0.430030	0	13624632	48	0
0.441474	0	13626680	88	0
0.462453	0	13628728	40	0
0.471989	0	13630776	16	0
0.475803	0	13632824	56	0
0.489154	0	13634872	88	0
0.510133	0	13636920	72	0
0.527298	0	13638968	56	0
0.540648	0	13641016	80	0
0.559720	0	13643064	24	0
0.565442	0	13645112	56	0
0.578792	0	13647160	56	0
0.592142	0	13649208	72	0
0.609307	0	13651256	72	0
0.626472	0	13653304	88	0
0.647451	0	13655352	80	0
0.666523	0	13657400	40	0
0.676059	0	13659448	48	0
0.687502	0	13661496	32	0
0.695131	0	13663544	32	0
0.702760	0	13665592	48	0
0.714203	0	13667640	32	0
0.721832	0	13669688	24	0
0.727554	0	13671736	72	0
0.744718	0	13673784	24	0
0.750440	0	13675832	72	0
0.767605	0	13677880	64	0
0.782862	0	13679928	88	0
0.803842	0	13681976	56	0
0.817192	0	13684024	64	0
0.832450	0	13686072	24	0
0.838171	0	13688120	56	0
0.851522	0	13690168	88	0
0.872501	0	13692216	64	0
0.887758	0	13694264	32	0
0.895387	0	13696312	40	0
0.904923	0	13698360	80	0
0.923995	0	13700408	24	0
0.929717	0	13702456	88	0
0.950696	0	13704504	40	0
0.960232	0	13706552	40	0
0.969768	0	13708600	88	0
0.990747	0	13710648	64	0
1.006005	0	13712696	48	0
1.017448	0	13714744	64	0
1.032706	0	13716792	32	0
1.040334	0	13718840	56	0
1.053685	0	13720888	72	0
1.070850	0	13722936	40	0
1.080386	0	13724984	56	0
1.093736	0	13727032	72	0
1.110901	0	13729080	40	0
1.120437	0	13731128	56	0
1.133787	0	13733176	88	0
1.154766	0	13735224	64	0
1.170024	0	13737272	88	0
1.191003	0	13739320	64	0
1.206261	0	13741368	24	0
1.211982	0	13743416	88	0
1.232962	0	13745464	24	0
1.238683	0	13747512	72	0
1.255848	0	13749560	72	0
1.273013	0	13751608	24	0
1.278734	0	13753656	96	0
1.301621	0	13755704	24	0
1.307342	0	13757752	40	0
1.316878	0	13759800	24	0
1.322600	0	13761848	40	0
1.332136	0	13763896	16	0
1.335950	0	13765944	64	0
1.351208	0	13767992	64	0
1.366466	0	13770040	40	0
1.376002	0	13772088	72	0
1.393166	0	13774136	80	0
1.412238	0	13776184	64	0
1.427496	0	13778232	80	0
1.446568	0	13780280	32	0
1.454197	0	13782328	88	0
1.475176	0	13784376	48	0
1.486619	0	13786424	56	0
1.499970	0	13788472	48	0
1.511413	0	13790520	48	0
1.522856	0	13792568	16	0
1.526670	0	13794616	88	0
1.547650	0	13796664	64	0
1.562907	0	13798712	40	0
1.572443	0	13800760	80	0
1.591515	0	13802808	24	0
1.597237	0	13804856	56	0
1.610587	0	13806904	48	0
1.622030	0	13808952	64	0
1.637288	0	13811000	32	0
1.644917	0	13813048	32	0
1.652546	0	13815096	32	0
1.660174	0	13817144	24	0
1.665896	0	13819192	48	0
1.677339	0	13821240	16	0
1.681154	0	13823288	16	0
1.684968	0	13825336	24	0
1.690690	0	13827384	72	0
1.707854	0	13829432	80	0
1.726926	0	13831480	24	0
1.732648	0	13833528	80	0
1.751720	0	13835576	40	0
1.761256	0	13837624	40	0
1.770792	0	13839672	16	0
1.774606	0	13841720	32	0
1.782235	0	13843768	72	0
1.799400	0	13845816	56	0
1.812750	0	13847864	80	0
1.831822	0	13849912	24	0
1.837544	0	13851960	88	0
1.858523	0	13854008	80	0
1.877595	0	13856056	56	0
1.890946	0	13858104	64	0
1.906203	0	13860152	88	0
1.927182	0	13862200	80	0
1.946254	0	13864248	24	0
1.951976	0	13866296	32	0
1.959605	0	13868344	72	0
1.976770	0	13870392	40	0
1.986306	0	13872440	24	0
1.992027	0	13874488	40	0
2.001563	0	13876536	64	0
2.016821	0	13878584	48	0
2.028264	0	13880632	64	0
2.043522	0	13882680	16	0
2.047336	0	13884728	24	0
2.053058	0	13886776	40	0
2.062594	0	13888824	32	0
2.070222	0	13890872	24	0
2.075944	0	13892920	40	0
2.085480	0	13894968	64	0
2.100738	0	13897016	32	0
2.108366	0	13899064	80	0
2.127438	0	13901112	88	0
2.148418	0	13903160	32	0
2.156046	0	13905208	24	0
2.161768	0	13907256	40	0
2.171304	0	13909304	96	0
2.194190	0	13911352	24	0
2.199912	0	13913400	40	0
2.209448	0	13915448	88	0
2.230427	0	13917496	64	0
2.245685	0	13919544	80	0
2.264757	0	13921592	80	0
2.283829	0	13923640	72	0
2.300994	0	13925688	72	0
2.318158	0	13927736	72	0
2.335323	0	13929784	48	0
2.346766	0	13931832	24	0
2.352488	0	13933880	40	0
2.362024	0	13935928	48	0
2.373467	0	13937976	72	0
2.390632	0	13940024	48	0
2.402075	0	13942072	64	0
2.417333	0	13944120	80	0
2.436405	0	13946168	32	0
2.444034	0	13948216	40	0
2.453570	0	13950264	56	0
2.466920	0	13952312	48	0
2.478363	0	13954360	48	0
2.489806	0	13956408	16	0
2.493621	0	13958456	80	0
2.512693	0	13960504	56	0
2.526043	0	13962552	32	0
2.533672	0	13964600	32	0
2.541301	0	13966648	16	0
2.545115	0	13968696	64	0
2.560373	0	13970744	64	0
2.575630	0	13972792	24	0
2.581352	0	13974840	16	0
2.585166	0	13976888	80	0
2.604238	0	13978936	80	0
2.623310	0	13980984	48	0
2.634754	0	13983032	32	0
2.642382	0	13985080	24	0
2.648104	0	13987128	32	0
2.655733	0	13989176	48	0
2.667176	0	13991224	80	0
2.686248	0	13993272	88	0
2.707227	0	13995320	80	0
2.726299	0	13997368	72	0
2.743464	0	13999416	80	0
2.762536	0	14001464	24	0
2.768258	0	14003512	40	0
2.777794	0	14005560	80	0
2.796866	0	14007608	16	0
2.800680	0	14009656	56	0
2.814030	0	14011704	72	0
2.831195	0	14013752	56	0
2.844546	0	14015800	32	0
2.852174	0	14017848	72	0
2.869339	0	14019896	24	0
2.875061	0	14021944	40	0
2.884597	0	14023992	72	0
2.901762	0	14026040	32	0
2.909390	0	14028088	16	0
2.913205	0	14030136	88	0
2.934184	0	14032184	24	0
2.939906	0	14034232	32	0
2.947534	0	14036280	56	0
2.960885	0	14038328	40	0
2.970421	0	14040376	32	0
2.978050	0	14042424	72	0
2.995214	0	14044472	40	0
3.004750	0	14046520	48	0
3.016194	0	14048568	64	0
3.031451	0	14050616	24	0
3.037173	0	14052664	48	0
3.048616	0	14054712	32	0
3.056245	0	14056760	56	0
3.069595	0	14058808	72	0
3.086760	0	14060856	64	0
3.102018	0	14062904	72	0
3.119182	0	14064952	40	0
3.128718	0	14067000	32	0
3.136347	0	14069048	24	0
3.142069	0	14071096	24	0
3.147790	0	14073144	80	0
3.166862	0	14075192	56	0
3.180213	0	14077240	80	0
3.199285	0	14079288	48	0
3.210728	0	14081336	48	0
3.222171	0	14083384	64	0
3.237429	0	14085432	16	0
3.241243	0	14087480	64	0
3.256501	0	14089528	32	0
3.264130	0	14091576	88	0
3.285109	0	14093624	64	0
3.300366	0	14095672	48	0
3.311810	0	14097720	80	0
3.330882	0	14099768	40	0
3.340418	0	14101816	24	0
3.346139	0	14103864	96	0
3.369026	0	14105912	64	0
3.384283	0	14107960	72	0
3.401448	0	14110008	56	0
3.414798	0	14112056	56	0
3.428149	0	14114104	24	0
3.433870	0	14116152	88	0
3.454850	0	14118200	40	0
3.464386	0	14120248	56	0
3.477736	0	14122296	80	0
3.496808	0	14124344	24	0
3.502530	0	14126392	56	0
3.515880	0	14128440	32	0
3.523509	0	14130488	48	0
3.534952	0	14132536	48	0
3.546395	0	14134584	16	0
3.550210	0	14136632	24	0
3.555931	0	14138680	72	0
3.573096	0	14140728	80	0
3.592168	0	14142776	40	0
3.601704	0	14144824	72	0
3.618869	0	14146872	56	0
3.632219	0	14148920	32	0
3.639848	0	14150968	40	0
3.649384	0	14153016	96	0
3.672270	0	14155064	64	0
3.687528	0	14157112	24	0
3.693250	0	14159160	64	0
3.708507	0	14161208	16	0
3.712322	0	14163256	96	0
3.735208	0	14165304	56	0
3.748558	0	14167352	32	0
3.756187	0	14169400	56	0
3.769538	0	14171448	72	0
3.786702	0	14173496	80	0
3.805774	0	14175544	56	0
3.819125	0	14177592	72	0
3.836290	0	14179640	88	0
3.857269	0	14181688	72	0
3.874434	0	14183736	56	0
3.887784	0	14185784	56	0
3.901134	0	14187832	64	0
3.916392	0	14189880	24	0
3.922114	0	14191928	24	0
3.927835	0	14193976	32	0
3.935464	0	14196024	64	0
3.950722	0	14198072	24	0
3.956443	0	14200120	64	0
3.971701	0	14202168	32	0
